SITUAÇÃO,SUBSTÂNCIA,TOPONÍMIA,MUNICÍPIO,Latitude,Longitude
Garimpo ativo,Alexandrita,Fazenda Limeira II,Santa Maria de Itabira,"-19,475624","-42,976836"
Mina ativa,Alexandrita,Mineração Itaitinga,Antônio Dias,"-19,548494","-43,028469"
Mina ativa,Alexandrita,Mineração Nova Canaã,Santa Maria de Itabira,"-19,494006","-42,984895"
Garimpo inativo,Alexandrita,Limeira,Santa Maria de Itabira,"-19,481982","-42,980758"
Garimpo inativo,Alexandrita,Córrego das Pedras,Santa Maria de Itabira,"-19,470532","-42,994909"
Garimpo ativo,Alexandrita,Marcil,Antônio Dias,"-19,542315","-43,023532"
Mina ativa,Alexandrita,Alexandrita Min.Com.Export.,Antônio Dias,"-19,54319","-43,032459"
Mina ativa,Alexandrita,Fazenda da Grama,Antônio Dias,"-19,555246","-43,043833"
Garimpo ativo,Alexandrita,Ribeirão Setubinha I,Malacacheta,"-17,706781","-42,091839"
Garimpo ativo,Alexandrita,Ribeirão Setubinha II,Malacacheta,"-17,702176","-42,059686"
Mina ativa,Alexandrita,Fazenda São Bartolomeu,Antônio Dias,"-19,547749","-43,026477"
Mina ativa,Alexandrita,Fogo do Raio,Nova Era,"-19,584933","-43,013692"
Garimpo ativo,Alexandrita,Ribeirão Soturno,Setubinha,"-17,690497","-42,020437"
Mina inativa,Alexandrita,Córrego da Liberdade,Antônio Dias,"-19,546882","-43,020723"
Garimpo ativo,Almandina,Cascalho I,Conselheiro Pena,"-19,215484","-41,428349"
Garimpo inativo,Almandina,Córrego da Granada,Conselheiro Pena,"-19,206477","-41,436773"
Mina ativa,Almandina,Lava-Pés (Poaia),Santa Maria do Suaçuí,"-18,31339","-42,197027"
Mina ativa,Almandina,Pau d’Alho,Franciscópolis,"-18,067345","-42,025987"
Mina ativa,Almandina,Golconda II / Manchadão,Governador Valadares,"-18,724659","-42,084939"
Mina ativa,Almandina,Chiar,São José da Safira,"-18,300223","-42,182766"
Mina ativa,Almandina,Aricanga,São José da Safira,"-18,276283","-42,180147"
Mina ativa,Almandina,Marcelo,São José da Safira,"-18,319648","-42,106348"
Garimpo ativo,Almandina,Pitimba,São José da Safira,"-18,310624","-42,108464"
Garimpo ativo,Almandina,Alair,São José da Safira,"-18,311721","-42,100401"
Mina ativa,Almandina,Cruzeiro,São José da Safira,"-18,264817","-42,188234"
Mina ativa,Almandina,Pederneira I,São José da Safira,"-18,226212","-42,186115"
Garimpo ativo,Almandina,Benedito,Água Boa,"-18,238235","-42,085663"
Garimpo inativo,Almandina,Morcego,São José da Safira,"-18,389754","-42,093641"
Garimpo ativo,Almandina,Zé Alemão,Água Boa,"-18,239395","-42,088318"
Garimpo ativo,Almandina,Lincoln,Água Boa,"-18,235431","-42,078207"
Mina ativa,Almandina,Imposição,Santa Maria do Suaçuí,"-18,33419","-42,24688"
Mina ativa,Almandina,Golconda I/Ailton,Governador Valadares,"-18,699447","-42,071358"
Mina ativa,Almandina,Olho-de-Gato,Governador Valadares,"-18,819993","-42,087375"
Mina ativa,Almandina,Ferreirinha I,Governador Valadares,"-18,731628","-42,094741"
Garimpo ativo,Almandina,Veadinho IV,Marilac,"-18,450883","-42,100371"
Garimpo ativo,Almandina,Rasga Saco,Nacip Raydan,"-18,485734","-42,132347"
Garimpo inativo,Almandina,Patrimônio / Ivo,Santa Maria de Itabira,"-19,324018","-42,968796"
Garimpo ativo,Almandina,Jaguaraçu,Jaguaraçu,"-19,650183","-42,746831"
Mina ativa,Alumínio,Av. Geraldo Martins Costa/ Ribeirão das Antas,Poços de Caldas,"-21,82639","-46,613667"
Mina ativa,Alumínio,Fazenda Vila Campo do Meio,Poços de Caldas,"-21,887933","-46,631045"
Mina ativa,Alumínio,Sítio Santo Antônio,Poços de Caldas,"-21,860709","-46,488883"
Mina ativa,Alumínio,2km a leste do vilarejo Santo Antônio do Rio Preto – Miraí,Miraí,"-21,061492","-42,567303"
Mina ativa,Alumínio,Fazenda Sobrasil,Miraí,"-21,207342","-42,716142"
Garimpo ativo,Amazonita,Cinco Alqueires II,Pavão,"-17,526688","-41,181851"
Garimpo inativo,Amazonita,Cafezal,Nacip Raydan,"-18,495115","-42,25647"
Mina ativa,Amazonita,Mineração Tatu,Santa Maria de Itabira,"-19,415501","-42,976791"
Mina ativa,Amazonita,Patrimônio,Santa Maria de Itabira,"-19,345457","-42,964362"
Garimpo ativo,Amazonita,Ponte da Raiz,Santa Maria de Itabira,"-19,397749","-43,084088"
Garimpo inativo,Amazonita,Fazenda Bom Jardim,Ferros,"-19,329968","-42,84357"
Garimpo ativo,Ambligonita,Luiz Pacheco I,Divino das Laranjeiras,"-18,708612","-41,480114"
Garimpo ativo,Ambligonita,Lavra da Pueira,Itinga,"-16,662872","-41,887043"
Garimpo ativo,Ambligonita,Lavra do Tolentino,Malacacheta,"-17,99294","-41,860032"
Garimpo inativo,Ametista,Mata Fria III,Caraí,"-17,247645","-41,484433"
Garimpo inativo,Ametista,São Mateus,Ataléia,"-18,165974","-41,273824"
Mina ativa,Ametista,Pedeira Incopol,Conceição do Mato Dentro,"-18,960027","-43,47376"
Garimpo ativo,Ametista,Marcil,Antônio Dias,"-19,542315","-43,023532"
Garimpo inativo,Ametista,Fazenda Retiro,São Domingos do Prata,"-19,74395","-42,850513"
Garimpo inativo,Ametista,Água Limpa,São Domingos do Prata,"-19,761916","-42,821556"
Garimpo inativo,Ametista,Colônia,Antônio Dias,"-19,698187","-42,850762"
Garimpo inativo,Ametista,Córrego Cabeça de Boi,Nova Era,"-19,736424","-42,928489"
Garimpo inativo,Ametista,Córrego Indaiazinho,Vargem Alegre,"-19,616666","-42,370001"
Garimpo ativo,Ametista,Fazenda Sobrado,Felício dos Santos,"-18,098641","-43,185072"
Garimpo inativo,Ametista,Fazenda Barreiro,Sabinópolis,"-18,510763","-43,02941"
Garimpo ativo,Ametista,Fazenda Braúnas,Itamarandiba,"-17,863527","-42,993572"
Garimpo inativo,Ametista,Fazenda Riacho do Barreiro,Grão Mogol,"-16,431391","-42,890277"
Mina ativa,Ametista,Anta Gorda,Montezuma,"-15,16055","-42,473327"
Mina ativa,Ametista,Pedeira Incopol,Ituiutaba,"-18,960027","-49,47376"
Mina ativa,Andalusita,Garimpo Douglas/Ze da Estrada,Itinga,"-16,71778","-41,837219"
Mina ativa,Ardósia,Distrito de Papagaios,Papagaios,"-19,350121","-44,582364"
Mina ativa,Ardósia,Distrito de Papagaios,Papagaios,"-19,285794","-44,628698"
Mina ativa,Ardósia,Distrito de Papagaios,Papagaios,"-19,477874","-44,788244"
Mina ativa,Ardósia,Distrito de Papagaios,Papagaios,"-19,477133","-44,791751"
Mina ativa,Ardósia,Distrito de Pompéu,Pompéu,"-19,176482","-44,707913"
Mina ativa,Ardósia,Distrito de São José,Felixlândia,"-18,585988","-45,058691"
Mina ativa,Ardósia,Distrito de São José,Felixlândia,"-18,58969","-45,092189"
Mina ativa,Ardósia,Distrito de Angueretá,Curvelo,"-19,226444","-44,629984"
Mina,Ardósia,Distrito sede de Papagaios,Papagaios,"-19,479189","-44,785983"
Mina,Ardósia,Alberto Isaacson,Martinho Campos,"-19,529091","-45,01588"
Mina ativa,Areia,Distrito sede de Itabirito,Itabirito,"-20,196446","-43,846799"
Mina ativa,Areia,Ribeirão dos Macacos,Lajes,"-19,445337","-44,535436"
Mina ativa,Areia,Ribeirão dos Macacos,Lajes,"-19,47181","-44,521962"
Mina ativa,Areia,Rio Grande,Uberaba,"-20,021713","-47,876529"
Mina ativa,Areia,Leito do Rio Paranaíba,Araporã,"-18,400125","-49,145493"
Mina ativa,Areia,Ribeirão Boa Vista,Divinópolis,"-20,293027","-44,909295"
Mina ativa,Areia industrial,"Rio Betim, região de Vargem do Olaria",Betim,"-19,993501","-44,212764"
Mina ativa,Areia industrial,Distrito sede de Itutinga,Itutinga,"-21,306782","-44,658691"
Mina ativa,Areia industrial,Distrito sede de São João del Rei,São João del Rei,"-21,115133","-44,209461"
"Mina, Requerimento de Lavra",Areia industrial (Quartzito),Mineração Dornas,São Gotardo,"-19,207591","-46,105306"
Requerimento de Lavra,Areia industrial (Quartzito),Sudeste de Lima Duarte,Santa Bárbara do Monte Verde,"-21,838495","-43,68833"
Requerimento de Lavra,Areia industrial (Quartzo),Fazenda Quinta do Lago,Bom Jesus do Amparo,"-19,754362","-43,523979"
Mina exaurida,Areia industrial (Quartzo),Fazenda da Mata Escura Ou Borges,São Gonçalo do Rio Abaixo,"-19,894641","-43,289533"
Mina ativa,Areia industrial (Quartzo),Serra das Serrinhas,Itabirito,"-20,359716","-43,872207"
Garimpo ativo,Areia industrial (Quartzo),Fazenda Varginha,Francisco Sá,"-16,220938","-43,28067"
Mina ativa,Areia industrial (Quartzo),Fazenda Cercanova,Buenópolis,"-17,950743","-44,207035"
Mina ativa,Areia industrial (Quartzo),Córrego do Engenho,Taquaraçu de Minas,"-19,686306","-43,755091"
Mina ativa,Areia industrial (Quartzo),Fazenda Bom Sucesso,Inhaúma,"-19,574638","-44,40704"
Mina ativa,"Areia industrial (Quartzo, Quartzito)",Distrito sede de São João del Rei,São João del Rei,"-21,115088","-44,208645"
Mina ativa,"Areia, cascalho",Ribeirão Santo Inácio,Coromandel,"-18,550045","-47,029744"
Mina ativa,Argila,Rio Escuro,Guarda-Mor,"-17,590114","-47,031608"
Mina ativa,Argila,Morro das Arvores,Poços de Caldas,"-21,833968","-46,512832"
Mina ativa,Argila (comum),Lagoa dos Esteios I,Sacramento,"-19,906119","-47,276413"
"Mina, Requerimento de Licenciamento",Argila (comum),Coromandel,Coromandel,"-18,35998","-46,978454"
Mina ativa,Argila (comum),Distrito sede de Arcos,Arcos,"-20,306866","-45,49441"
Mina ativa,Argila (comum),Fazenda Boqueirão,Arcos,"-20,336582","-45,555105"
Mina ativa,Argila (comum),Lenhosas,Patos de Minas,"-18,698415","-46,551552"
Mina ativa,Argila (comum),Monjolo,Barroso,"-21,176551","-43,996452"
Mina ativa,Argila (comum),Fazenda Bagaginha,Itaúna,"-20,043168","-44,639592"
Mina ativa,Argila (comum),Fazenda da Tumba,Inhaúma,"-19,583804","-44,39954"
Mina ativa,Argila (comum),Distrito Industrial/Fazenda Bois,Montes Claros,"-16,694078","-43,885191"
Mina ativa,Argila (comum),Córrego Pedro Pereira,Guarda-Mor,"-17,597403","-47,022609"
"Mina, Licenciamento",Argila (comum),Fazenda do Viana – Rio Acima,Rio Acima,"-20,093808","-43,783981"
"Mina, Licenciamento",Argila (comum),Divisa com Espírito Santo,Aimorés,"-19,501423","-40,97928"
Mina ativa,Argila (comum),Sede de Ijaci,Ijaci,"-21,19492","-44,911214"
Mina ativa,"Argila (comum), Caulim",Fazendas do Campo e Saboeiro,Itabirito,"-20,314642","-43,859816"
"Mina, Requerimento de Lavra",Argila (plástica),Fazenda Santa Cruz,Esmeraldas,"-19,761583","-44,327873"
Mina ativa,Argila (plástica),Córrego de Água Quente,Bom Despacho,"-19,637691","-45,31788"
Autorização de Pesquisa,Argila (plástica),Parque das Andorinhas,João Pinheiro,"-17,765182","-46,312327"
Mina ativa,Argila Refratária,Córrego Pedro Pereira,Guarda-Mor,"-17,590646","-47,031222"
Mina ativa,Argila Refratária,Distrito sede de Ijaci,Ijaci,"-21,179281","-44,921951"
Mina ativa,Argila Refratária,Distrito sede de Andradas,Andradas,"-22,013238","-46,533944"
Mina ativa,Argila Refratária,Fazenda Caraço Paraíso,Uberaba,"-19,411062","-47,956043"
Mina ativa,Argila Refratária,Fazenda Tijuco,Uberaba,"-19,357047","-47,928524"
Mina ativa,Argila Refratária,SW de Minas Gerais,Andradas,"-22,002136","-46,497318"
Mina ativa,"Argila Refratária, Areia",Distrito sede de Poços de Caldas,Poços de Caldas,"-21,771376","-46,595615"
Mina ativa,"Argila, Caulim",Fazendas do Campo e Saboeiro,Itabirito,"-20,312264","-43,857373"
Mina ativa,Bauxita,Fazenda Chorona,Miraí,"-21,059316","-42,567749"
Mina ativa,Bauxita,Campo do Meio,Poços de Caldas,"-21,823169","-46,488193"
Mina ativa,Bauxita,Cabeça de Boi,Poços de Caldas,"-21,854126","-46,484229"
Mina ativa,Bauxita,"Divisa MG-SP, Mineração Caldense",Poços de Caldas,"-21,919057","-46,644697"
Mina ativa,Bauxita,"Divisa MG-SP, Mineração Caldense",Poços de Caldas,"-21,940467","-46,651979"
Mina ativa,Bauxita,Distrito sede de Itamarati de Minas,Itamarati de Minas,"-21,447754","-42,87919"
Mina ativa,"Bauxita, Argila refratária",Morro das Arvores,Poços de Caldas,"-21,82961","-46,518488"
Garimpo inativo,Brazilianita,Córrego Frio,Divino das Laranjeiras,"-18,672217","-41,471169"
Garimpo ativo,Brazilianita,Telírio,Divino das Laranjeiras,"-18,677435","-41,465843"
Garimpo inativo,Brazilianita,Sebastião Cristino,Divino das Laranjeiras,"-18,702205","-41,457104"
Garimpo inativo,Brazilianita,Belmiro,Mendes Pimentel,"-18,671764","-41,4506"
Garimpo inativo,Brazilianita,Gentil,Mendes Pimentel,"-18,689168","-41,450557"
Garimpo inativo,Brazilianita,Ari Machado,São Geraldo do Baixio,"-18,895688","-41,34123"
Garimpo ativo,Brazilianita,Agenor Silistrino,Itinga,"-16,661916","-41,918514"
Mina ativa,Calcário,Distrito de Itaguara,Arcos,"-20,322023","-44,559305"
Mina ativa,Calcário,Distrito-sede de Arcos,Arcos,"-20,277076","-45,622213"
Mina ativa,Calcário,Distrito-sede de Pains,Pains,"-20,37463","-45,615511"
Mina ativa,Calcário,Distrito-sede de Arcos,Arcos,"-20,382081","-45,556986"
Mina ativa,Calcário,Distrito-sede de Pains,Pains,"-20,382083","-45,566062"
Mina ativa,Calcário,Distrito-sede de Pains,Pains,"-20,399175","-45,57948"
Mina ativa,Calcário,Distrito-sede de Pains,Pains,"-20,42985","-45,618419"
Mina ativa,Calcário,Distrito-sede de Pains,Pains,"-20,35592","-45,699546"
Mina ativa,Calcário,Distrito-sede de Doresópolis,Doresópolis,"-20,300103","-45,829052"
Mina ativa,Calcário,Distrito-sede de Lagoa da Prata,Lagoa da Prata,"-19,974902","-45,564931"
Mina ativa,Calcário,Distrito-sede de Bambuí,Bambuí,"-19,941351","-45,967763"
Mina ativa,Calcário,Distrito-sede de Santa Rosa da Serra,Santa Rosa da Serra,"-19,598913","-46,058691"
Mina ativa,Calcário,Distrito-sede de Prados,Prados,"-21,188126","-44,072831"
Mina ativa,Calcário,Distrito-sede de Carnaíba,Carnaíba,"-20,901767","-43,778494"
Mina ativa,Calcário,Distrito-sede de Ijaci,Ijaci,"-21,196569","-44,921663"
Mina ativa,Calcário,Distrito-sede de Matozinhos,Matozinhos,"-19,527877","-44,093436"
Mina ativa,Calcário,Distrito de Mocambeiro,Matozinhos,"-19,556932","-44,021931"
Mina ativa,Calcário,Distrito de Lagoa de Santo Antônio,Pedro Leopoldo,"-19,570265","-44,016019"
Mina ativa,Calcário,Distrito-sede de Leandro Ferreira,Leandro Ferreira,"-19,604238","-44,993808"
Mina ativa,Calcário,Distrito-sede de Santa Rosa da Serra,Santa Rosa da Serra,"-19,642085","-46,043513"
Mina ativa,Calcário,Distrito-sede de Itaú de Minas,Itaú de Minas,"-20,75631","-46,77293"
Mina ativa,Calcário,Distrito-sede de Campo Belo,Campo Belo,"-20,843419","-45,361952"
Mina ativa,Calcário,Distrito-sede de Ijaci,Ijaci,"-21,193432","-44,909068"
Mina ativa,Calcário,Distrito-sede de Ijaci,Ijaci,"-21,198525","-44,92812"
Mina ativa,Calcário,Distrito-sede de Ijaci,Ijaci,"-21,204714","-44,917681"
Mina ativa,Calcário,Distrito-sede de Ijaci,Ijaci,"-21,195035","-44,911631"
Mina ativa,Calcário,Distrito-sede de Ijaci,Ijaci,"-21,193785","-44,908917"
Mina ativa,Calcário,Distrito-sede de Itacarambi,Itacarambi,"-15,039473","-44,058042"
Mina ativa,Calcário,Distrito-sede de Lagoa Santa,Lagoa Santa,"-19,683698","-43,923689"
Mina ativa,Calcário,Distrito-sede de Matozinhos,Matozinhos,"-19,467079","-44,013499"
Mina ativa,Calcário,Distrito-sede de Matozinhos,Matozinhos,"-19,458176","-44,028335"
Mina ativa,Calcário,Distrito de Mocambeiro,Matozinhos,"-19,515044","-43,990761"
Mina ativa,Calcário,Distrito-sede de Vespasiano,Vespasiano,"-19,71685","-43,893756"
Mina inativa,Calcário,Distrito-sede de Lagoa da Prata,Lagoa da Prata,"-19,975034","-45,56518"
Mina ativa,Calcário,Distrito-sede de Lagoa da Prata,Lagoa da Prata,"-20,077839","-45,581425"
Mina inativa,Calcário,Maciço Limeira,Prudente de Morais,"-19,440651","-44,104019"
Mina ativa,Calcário,Mata Grande,Sete Lagoas,"-19,49051","-44,266246"
Mina inativa,Calcário,Trevo,Sete Lagoas,"-19,49094","-44,274368"
Mina inativa,Calcário,Maciço da Gruta Rei do Mato,Sete Lagoas,"-19,491534","-44,287894"
Mina inativa,Calcário,Distrito-sede de Sete Lagoas,Sete Lagoas,"-19,525936","-44,267372"
Mina inativa,Calcário,Distrito-sede de São José da Lapa,São José da Lapa,"-19,709514","-43,953451"
Mina ativa,Calcário,Distrito-sede de São José da Lapa,São José da Lapa,"-19,7034","-43,947443"
Mina ativa,Calcário,Lapa Vermelha,Lagoa Santa,"-19,67596","-43,90055"
Mina ativa,Calcário,Distrito de Lagoa de Santo Antônio,Pedro Leopoldo,"-19,594179","-44,014651"
Mina ativa,Calcário,Morro do Mandacaru,Pompéu,"-19,185611","-44,959101"
Mina ativa,Calcário,Fazenda Samambaia,Pedro Leopoldo,"-19,553722","-43,987274"
Mina ativa,Calcário,MG-424 (N de Matozinhos),Matozinhos,"-19,529891","-44,095424"
Mina ativa,Calcário,Curvelo,Curvelo,"-18,7168","-44,420086"
Mina intermitente,Calcário,Fazenda Taquari,Martinho Campos,"-19,526523","-45,276165"
Mina intermitente,Calcário,Sete Lagoas,Sete Lagoas,"-19,449384","-44,291258"
Mina ativa,Calcário calcítico e dolomítico,Distrito-sede de Jaíba,Jaíba,"-15,306322","-43,880302"
Mina ativa,Calcário dolomítico,Rodeio de Baixo (Csn),Ouro Preto,"-20,456462","-43,748914"
Mina ativa,Calcário dolomítico,Mina Bucaininha,Arcos,"-20,322995","-45,59215"
Mina ativa,Calcário dolomítico,Fazenda Corumbá,Arcos,"-20,374922","-45,615467"
Mina ativa,Calcário dolomítico,Mina Taboca,Itaú de Minas,"-20,758231","-46,771768"
Mina ativa,Calcário dolomítico,Socorro,Barão de Cocais,"-19,965418","-43,575412"
Mina ativa,Calcário dolomítico,Acaba Mundo (Mannesmann),Belo Horizonte,"-19,965991","-43,925966"
Mina ativa,Calcário dolomítico,Bairro Funil,Ouro Preto,"-20,378683","-43,62521"
Mina ativa,Calcário dolomítico,Serra do Poço Verde – Sucuri,Vazante,"-17,954863","-46,844816"
Mina ativa,Calcário dolomítico,Fazenda Lagoa Rica – Serra do Ambrósio,Paracatu,"-17,149901","-46,792606"
Mina ativa,Calcário e Dolomito,Distrito de Tejuco,Januária,"-15,59452","-44,586703"
Mina exaurida,Carvão Mineral,Bacia de Gandarela,Santa Bárbara,"-20,059567","-43,677017"
Mina ativa,"Cascalho, Quartzo, Gnaisse",Fazenda Engenho,Taquaraçu de Minas,"-19,68075","-43,763147"
Mina ativa,"Cascalho, Quartzo, Gnaisse",Piedade de Cima,Visconde do Rio Branco,"-20,959818","-42,920537"
Garimpo ativo,Cassiterita,Benedito,Água Boa,"-18,238235","-42,085663"
Mina ativa,Cassiterita,AMG Mineração II,Conceição da Barra de Minas,"-21,090319","-44,497088"
Garimpo ativo,Cassiterita,Sandelminas Mineração,Conceição da Barra de Minas,"-21,114441","-44,554637"
Mina ativa,Cassiterita,Ipê,Governador Valadares,"-18,743828","-42,106568"
Mina ativa,Cassiterita,Mina de Volta Grande,Nazareno,"-21,086562","-44,588416"
Mina inativa,Cassiterita,Mina do Paiol,Ritápolis,"-21,048646","-44,32691"
Concessão de Lavra,Cassiterita,Vale S.A.,São Gonçalo do Sapucaí,"-21,947336","-45,68544"
Garimpo inativo,Cassiterita,Morcego,São José da Safira,"-18,389754","-42,093641"
Mina ativa,Cassiterita,Rolador,São José da Safira,"-18,264934","-42,186323"
Mina inativa,Cassiterita,Minas Brasil,São Tiago,"-21,09579","-44,575046"
Garimpo ativo,Cassiterita,Itatiaia II,Conselheiro Pena,"-19,235971","-41,444291"
Garimpo inativo,Cassiterita,Mineração Alfa,Galiléia,"-18,854998","-41,482808"
Garimpo ativo,Cassiterita,Pires,Itabirinha,"-18,587657","-41,473167"
Concessão de Lavra,Cassiterita,Lavra do Barreiro,Itinga,"-16,796304","-41,903529"
Mina inativa,Cassiterita,Lavra de Nezinho de Chicão,Itinga,"-16,806061","-41,894283"
Mina inativa,Cassiterita,Lavra do Algodão,Itinga,"-16,801308","-41,897024"
Mina inativa,Cassiterita,Lavra do Urubu,Itinga,"-16,71542","-41,886277"
Garimpo ativo,Cassiterita,Lavra do Baixão,Itinga,"-16,715814","-41,837696"
Mina exaurida,Caulim,Chapadão,Bambuí,"-20,076282","-46,064561"
Mina ativa,Caulim,Fazenda do Mota,Brás Pires,"-20,809055","-43,272021"
Mina ativa,Caulim,Olaria,Itabirito,"-20,305197","-43,858982"
"Mina, Lavra em disponibilidade",Caulim,Fazenda da Piedade,Lassance,"-17,646055","-44,509945"
Mina ativa,Caulim,Cerca de 5 km a sudeste de Vermelho Novo,Vermelho Novo,"-20,065923","-42,23377"
Mina ativa,"Caulim, Areia industrial (Quartzo)",Fazenda Santa Maria,Mar de Espanha,"-21,876641","-42,992256"
Requerimento de Lavra,"Caulim, Areia industrial (Quartzo)",Arízio,Governador Valadares,"-18,766028","-42,133967"
Mina inativa,"Caulim, Mica",Fazenda Avaí,Bicas,"-21,780358","-43,111176"
Mina inativa,"Caulim, Mica",Córrego da Onça,Governador Valadares,"-18,712139","-42,052299"
Mina exaurida,"Caulim, Mica",Fazenda Morro Agudo,Rio Piracicaba,"-19,904364","-43,187588"
Mina,"Caulim, Mica",Sapé,Santa Maria de Itabira,"-19,311584","-42,968418"
Mina,"Caulim, Mica",Cerca de 5 km a sudeste de Vermelho Novo,Vermelho Novo,"-20,065923","-42,23377"
Mina inativa,"Caulim, Quartzo, Mica",Pegmatito da Fazenda Pomarolli,Divino das Laranjeiras,"-18,716183","-41,490091"
Mina ativa,"Caulim, Quartzo, Mica",Mineração Caiana Ltda.,Caiana,"-20,694515","-41,944618"
Mina,Charnockito,Distrito sede de Manhuaçu,Manhuaçu,"-20,206938","-42,001151"
Mina,Charnockito,Distrito sede de Simonésia,Simonésia,"-20,142705","-41,972567"
Garimpo ativo,Columbita-tantalita,Benedito,Água Boa,"-18,238235","-42,085663"
Garimpo ativo,Columbita-tantalita,Lincoln,Água Boa,"-18,235431","-42,078207"
Garimpo inativo,Columbita-tantalita,Pedregal,Água Boa,"-18,202277","-42,09365"
Garimpo ativo,Columbita-tantalita,Palmeirão,Água Boa,"-18,208454","-42,135107"
Garimpo ativo,Columbita-tantalita,Marcil,Antônio Dias,"-19,542315","-43,023532"
Mina ativa,Columbita-tantalita,AMG Mineração,Conceição da Barra de Minas,"-21,090319","-44,497088"
Garimpo ativo,Columbita-tantalita,Sandelminas Mineração,Conceição da Barra de Minas,"-21,114441","-44,554637"
Garimpo inativo,Columbita-tantalita,Crescêncio,Coroaci,"-18,593143","-42,157264"
Garimpo ativo,Columbita-tantalita,Fazenda São Vicente de Paula,Ferros,"-19,230785","-42,913049"
Mina ativa,Columbita-tantalita,Golconda I/Ailton,Governador Valadares,"-18,699447","-42,071358"
Mina ativa,Columbita-tantalita,Ferreirinha I,Governador Valadares,"-18,731628","-42,094741"
Mina ativa,Columbita-tantalita,Ipê,Governador Valadares,"-18,743828","-42,106568"
Garimpo ativo,Columbita-tantalita,Japonês,Governador Valadares,"-18,726388","-42,075443"
Mina ativa,Columbita-tantalita,Faria I,Governador Valadares,"-18,727998","-42,08546"
Mina ativa,Columbita-tantalita,Olho-de-Gato,Governador Valadares,"-18,819993","-42,087375"
Garimpo ativo,Columbita-tantalita,Odilon I.,Governador Valadares,"-18,682031","-42,126813"
Garimpo inativo,Columbita-tantalita,Jacó,Governador Valadares,"-18,712745","-42,097404"
Garimpo inativo,Columbita-tantalita,Pimenta II,Governador Valadares,"-18,81035","-42,04886"
Garimpo inativo,Columbita-tantalita,Cabeceira do Córrego Ferreirinha,Governador Valadares,"-18,750811","-42,102734"
Garimpo inativo,Columbita-tantalita,Faz. São Miguel,Governador Valadares,"-18,727869","-42,010868"
Garimpo inativo,Columbita-tantalita,Natal,Governador Valadares,"-18,71558","-42,006224"
Garimpo inativo,Columbita-tantalita,José Pedra III,Governador Valadares,"-18,70636","-42,041896"
Garimpo ativo,Columbita-tantalita,Jaguaruçu,Jaguaruçu,"-19,650183","-42,746831"
Mina ativa,Columbita-tantalita,Pau d’Alho,Malacacheta,"-18,067345","-42,025987"
Mina ativa,Columbita-tantalita,Gatinho II,Malacacheta,"-18,130711","-42,049677"
Garimpo ativo,Columbita-tantalita,Verde,Marilac,"-18,473296","-42,151743"
Garimpo ativo,Columbita-tantalita,Rasga Saco,Marilac,"-18,485734","-42,132347"
Garimpo ativo,Columbita-tantalita,Veadinho IV,Marilac,"-18,450883","-42,100371"
Garimpo inativo,Columbita-tantalita,Confusão,Marilac,"-18,499243","-42,25223"
Garimpo inativo,Columbita-tantalita,Monte Claro I,Marilac,"-18,502967","-42,155975"
Garimpo inativo,Columbita-tantalita,Alcobaça,Nacip Raydan,"-18,502223","-42,226231"
Garimpo inativo,Columbita-tantalita,Mundo Velho,Nacip Raydan,"-18,485379","-42,160893"
Garimpo inativo,Columbita-tantalita,Serra do Lourenço,Nacip Raydan,"-18,46416","-42,198428"
Garimpo inativo,Columbita-tantalita,Chafariz,Nacip Raydan,"-18,475301","-42,192854"
Garimpo inativo,Columbita-tantalita,Rita Pereira,Nacip Raydan,"-18,502093","-42,192341"
Garimpo inativo,Columbita-tantalita,José Pinto,Nacip Raydan,"-18,501524","-42,147737"
Garimpo inativo,Columbita-tantalita,São Matias,Nacip Raydan,"-18,494023","-42,148448"
Mina ativa,Columbita-tantalita,Volta Grande,Nazareno,"-21,086562","-44,588416"
Mina inativa,Columbita-tantalita,Paiol,Ritápolis,"-21,048646","-44,32691"
Garimpo intermitente,Columbita-tantalita,Lavra do Zué/Dim,Salinas,"-16,116997","-42,111707"
Garimpo ativo,Columbita-tantalita,Serrinha / Chiar,São José da Safira,"-18,291887","-42,183232"
Garimpo ativo,Columbita-tantalita,Cabeceira do Córrego Safirinha,São José da Safira,"-18,294683","-42,187941"
Garimpo ativo,Columbita-tantalita,Alair,São José da Safira,"-18,311721","-42,100401"
Garimpo ativo,Columbita-tantalita,Zé Alemão,São José da Safira,"-18,239395","-42,088318"
Garimpo ativo,Columbita-tantalita,Guiazinho,São José da Safira,"-18,17887","-42,099403"
Garimpo inativo,Columbita-tantalita,Perdido I,São José da Safira,"-18,383792","-42,092861"
Garimpo inativo,Columbita-tantalita,Morcego,São José da Safira,"-18,389754","-42,093641"
Garimpo inativo,Columbita-tantalita,Molhado,São José da Safira,"-18,329807","-42,096904"
Garimpo inativo,Columbita-tantalita,Cutia,São José da Safira,"-18,333088","-42,090628"
Garimpo inativo,Columbita-tantalita,Milton Godinho,São José da Safira,"-18,333756","-42,120956"
Garimpo inativo,Columbita-tantalita,José Gonçalves,São José da Safira,"-18,271407","-42,127355"
Garimpo inativo,Columbita-tantalita,Córrego do Barro I,São José da Safira,"-18,264052","-42,136077"
Mina ativa,Columbita-tantalita,Cruzeiro,São José da Safira,"-18,264817","-42,188234"
Mina inativa,Columbita-tantalita,Minas Brasil,São Tiago,"-21,09579","-44,575046"
